Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Crime, Drama",en,2000-10-06,8.0,drug; look; hopes,Requiem for a Dream
"Action, Crime, Thriller, Drama",en,2005-01-19,6.1,police; officer; good,Assault on Precinct 13
"Drama, Family",en,2019-04-11,6.9,rival's; tournament; soccer,Back of the Net
"Comedy, Drama, History",en,2017-09-22,6.8,exchamp; billie; serial,Battle of the Sexes
"Adventure, Drama, Family, Romance",de,2015-05-14,7.5,tournament; overjoyed; there,Windstorm 2
"Animation, Action, Crime",ja,2007-12-29,7.1,big; freshmen; still,The Garden of Sinners – Chapter 2: A Study in Murder (Part 1)
"Horror, Thriller",en,2016-06-27,4.6,violent; whilst; clown,ClownTown
"Comedy, Fantasy, Science Fiction",en,1996-07-19,5.7,solution; leeds; jennifer,Multiplicity
"Adventure, Comedy, Drama",en,2010-09-10,7.1,camino; searching; travelers,The Way
"Comedy, Family, Romance, Science Fiction",en,1963-06-04,6.6,embarrassing; starts; nearsighted,The Nutty Professor
"Animation, Adventure, Drama, Romance, Science Fiction",ja,2004-11-20,6.6,airplane; north; timeline,The Place Promised in Our Early Days
"Drama, History",en,1997-09-01,6.5,juggled; caused; enormous,Wilde
"Comedy, Drama",en,1993-09-24,7.4,teens; presents; among,Dazed and Confused
"Drama, History, Thriller",es,2018-10-26,7.0,between; witness; spanish,The Photographer of Mauthausen
"Drama, Music",en,2013-10-11,6.4,side; lower; dynamic,CBGB
"Action, Crime, Drama, Mystery, Thriller, War",en,1967-01-29,6.8,major; murder; three,The Night of the Generals
"Action, Horror, Drama, Fantasy",ko,2018-10-25,6.8,court; threaten; kingdom,Rampant
"Drama, Romance",en,2011-10-07,7.2,develops; both; rage,Tyrannosaur
Music,en,2013-09-25,6.8,surreal; adventure; assignment,Metallica: Through the Never
"Drama, Horror, Thriller",es,2011-10-07,5.9,mountain; worn; secondincommand,The Squad
"Mystery, Horror, Science Fiction",en,2016-09-22,5.9,nightmare; road; rushes,The Void
"Comedy, Drama",fr,1974-03-20,6.8,whatever; hairdresser; unattainable,Going Places
"Action, Comedy, Thriller",cn,1998-04-03,6.9,japanese; reluctantly; job,Contract Killer
"Action, Adventure, Animation, Family, Comedy",en,2014-10-27,6.9,superman; superhero; join,LEGO DC Comics Super Heroes Batman Be-Leaguered
"Drama, History",en,2017-11-03,6.5,edging; boy; serial,My Friend Dahmer
Romance,ko,2018-05-31,8.0,mall; outskirst; can't,Young Aunt
"Comedy, Romance, Drama",en,2008-03-24,5.8,some; digs; money,Leatherheads
"Drama, Romance",en,2004-02-10,7.8,jesse; each; again,Before Sunset
Comedy,en,2006-12-14,4.3,supposed; cruise; college's,Dorm Daze 2
Horror,en,2014-06-23,6.4,full; go; comes,Creep
"Action, Crime, Drama",en,2002-10-25,6.9,ace; cocaine; dry,Paid in Full
"Comedy, Horror",en,2008-03-07,5.5,unusual; sidestep; hands,Otis
Animation,ja,2002-03-02,6.7,slow; takato; digivolves,Digimon Tamers: Runaway Locomon
"Adventure, Science Fiction, Horror",en,1984-08-15,6.1,stop; project; heart,Dreamscape
"Drama, Science Fiction",en,2016-06-03,5.8,brink; distant; around,Into the Forest
"Crime, Animation, Action, Mystery, Drama",ja,2001-04-21,7.2,conan; involved; towers,Case Closed: Countdown to Heaven
"Music, Comedy, Romance",en,1957-02-13,7.0,greenwich; off; paris,Funny Face
"Drama, Romance",en,1953-04-11,6.4,children; decides; custody,Titanic
"Comedy, Romance, TV Movie",en,2017-08-19,7.2,move; owner; move,"Eat, Play, Love"
"Action, Thriller, Crime",en,2011-04-20,7.2,broke; authorities; many,Fast Five
Thriller,en,2020-05-30,6.4,elderly; complex; even,Dangerous Lies
"Comedy, Adventure, Music, Family",en,1979-05-31,7.1,muppet; desperate; frog,The Muppet Movie
"Animation, Comedy, Drama, Action",ja,2003-09-05,6.6,annual; championship; carnival,Hajime no Ippo - Mashiba vs. Kimura
Drama,da,2010-08-26,7.2,risky; danish; frailty,In a Better World
"Music, Drama, Comedy",en,2001-09-04,6.7,fronts; tribute; pennsylvaniabased,Rock Star
"Action, Adventure, Comedy",it,1981-12-09,6.8,small; left; map,Who Finds a Friend Finds a Treasure
"Drama, Romance",en,2018-12-13,5.0,involved; steamy; novel,American Kamasutra
"Crime, Drama, Thriller",en,2013-05-09,6.1,ritual; teenagers; three,Devil's Knot
"Adventure, Family, Animation",ja,2010-03-06,6.7,doraemon; uses; diving,Doraemon: Nobita's Great Battle of the Mermaid King
Documentary,en,2017-11-03,7.1,dublin; figure; parents',Conor McGregor: Notorious
Thriller,en,2014-07-25,6.5,government; hamburg; immigrates,A Most Wanted Man
"Drama, Science Fiction, Romance",en,2011-09-29,6.9,brilliant; susan; spread,Perfect Sense
"Thriller, Action, Science Fiction",en,2016-07-22,5.4,max; person; join,Beta Test
"Romance, Comedy",en,2016-03-23,5.9,comedy; greek; portokalos,My Big Fat Greek Wedding 2
"Animation, Action, Fantasy, Adventure",zh,2020-10-01,7.4,ruins; decision:; challenging,Jiang Ziya: The Legend of Deification
"Horror, Action, Thriller",en,2003-04-11,3.2,discover; sea; video,House of the Dead
"Drama, Romance, Thriller",en,2001-05-15,6.0,unlikely; destined; though,Angel Eyes
"Fantasy, Comedy, Family",en,1968-02-08,6.7,aid; wraith; lanchester,Blackbeard's Ghost
"Comedy, Crime",de,1997-02-20,7.6,fancy; contains; men,Knockin' on Heaven's Door
"Adventure, Fantasy",ru,2021-02-18,6.5,king; tyrant; evil,Upon the Magic Roads
Thriller,en,2011-10-13,5.5,kyle; four; security,Trespass
"Action, Western",cn,1997-02-01,5.8,harsh; many; wong,Once Upon a Time in China and America
Drama,en,2014-10-12,5.6,anyone; fate; pembertons,Serena
Documentary,en,2019-10-21,7.2,scandalous; harvey; modern,QT8: The First Eight
"Adventure, Family, Fantasy, Music",en,1978-10-24,6.1,magic; embarks; away,The Wiz
"Fantasy, Horror, Science Fiction, Thriller",en,1983-06-24,6.5,1983; joe; based,Twilight Zone: The Movie
"Action, Comedy, Fantasy, Science Fiction",en,1995-03-31,5.4,based; fights; cult,Tank Girl
Drama,en,1992-09-16,7.3,giant; slow; fulfill,Of Mice and Men
"Animation, Adventure, Fantasy",ja,2016-01-26,6.6,forward; even; nippon,Doraemon: Nobita and the Birth of Japan
"Drama, Horror",en,2011-10-14,6.1,forcibly; captures; violent,The Woman
"Comedy, Science Fiction",en,1988-09-08,5.6,men; culture; trio,Earth Girls Are Easy
"Western, Horror",en,2014-08-25,5.9,full; passengers; outlaws,Blood Moon
"Romance, Drama",en,2007-03-02,7.3,prefame; irishman; romance,Becoming Jane
"Drama, Romance",en,2015-11-12,5.6,local; hotel; draw,By the Sea
Comedy,es,2019-08-02,7.1,dealing; sentences; glass,Father There Is Only One
"Romance, Animation, Family, Adventure, Fantasy",en,1996-03-29,5.8,meet; gabriel's; boy,All Dogs Go to Heaven 2
Romance,en,2018-05-13,6.9,harry; keep; relationship,Harry & Meghan: A Royal Romance
"Adventure, Fantasy, Drama",en,2006-01-01,7.6,los; tell; thanks,The Fall
"Fantasy, Comedy, Horror",en,2019-09-13,6.4,man’s; driving; star,Extra Ordinary
"War, Action",en,1965-11-22,7.0,destroy; reluctant; knut,The Heroes of Telemark
"Action, Adventure, Horror, Science Fiction",en,2008-08-07,5.2,mankind; order; machine,Mutant Chronicles
"Comedy, Romance",en,2022-01-14,6.9,perfectionism; enlists; towards,Sex Appeal
"Comedy, Romance, Crime",sr,1998-06-01,7.7,dadan; gangster; small,"Black Cat, White Cat"
"Crime, Drama, Horror, Thriller, Comedy",en,2008-07-29,4.6,younger; siblings; vampires,Lost Boys: The Tribe
"Comedy, Drama, Romance",en,2010-08-27,6.0,erin; seems; erin,Going the Distance
"Animation, Family, Comedy",en,1989-11-23,7.1,surrounded; house; finally,Knick Knack
"Action, Adventure, Science Fiction",ja,1955-04-24,6.1,encounter; towards; horrifying,Godzilla Raids Again
"Mystery, Thriller",en,2000-09-08,5.0,cut; much; pursuer,The Watcher
Comedy,de,2013-11-07,7.0,position; lands; earlier,Suck Me Shakespeer
"War, Drama, Romance, Action, Adventure",en,2002-09-08,6.6,fiancée; honor; post,The Four Feathers
Documentary,en,2016-01-19,5.9,films; justice; documentary,DC Films Presents Dawn of the Justice League
"Crime, Drama, Thriller",en,2009-09-08,6.3,between; rough; section,Brooklyn's Finest
"Comedy, Action, Drama",en,2010-11-26,6.6,dealer; superhero; bolt,Super
"History, Drama, Action",ko,2001-09-07,7.0,exile; slave; diplomats,The Warrior
"Action, Comedy",cn,1990-12-13,6.4,put; cho; gamblers,God of Gamblers II
"Thriller, Drama",es,2018-09-13,6.7,lot; attracts; could,The Accused
"Crime, Action, Thriller, Mystery",en,2019-09-30,5.5,covers; traitor; jewels,10 Minutes Gone
"Action, Comedy, War",zh,2016-12-23,6.0,food; order; poor,Railroad Tigers
"Horror, Thriller",en,2013-08-26,5.8,aided; real; secrets,Banshee Chapter
"Drama, Thriller, Science Fiction",en,2010-06-18,6.2,mexico; launched; reentry,Monsters
"Horror, Thriller",en,1998-06-21,4.1,wrong; or; college,Children of the Corn V: Fields of Terror
"Western, Drama",en,2014-07-31,6.5,learning; future; miguel,Frontera
"Adventure, Action, Comedy",it,1972-12-22,6.8,keep; salud; era,All the Way Boys
"Comedy, Romance",ko,2015-11-26,6.4,techniques; jooyeong; sexy,Mutual Relations
"Comedy, Drama, Romance",en,1990-12-14,6.8,charlotte's; charlotte; fifteenyearold,Mermaids
"Action, Crime, Thriller",en,1971-10-09,7.6,may; dealer; heroinsmuggling,The French Connection
"Drama, Adventure",de,1982-03-02,7.6,project; epic; iquitos,Fitzcarraldo
"Drama, Romance",en,2007-03-10,6.8,plains; queen; mortician,Elvis & Anabelle
"Horror, Thriller",en,2006-12-01,5.5,holds; vacation; sour,Turistas
"Family, Animation, Fantasy, Comedy",ru,2016-12-29,7.4,ancient; encompasses; taken,The Snow Queen 3: Fire and Ice
"Horror, Thriller",en,2007-10-20,5.5,herself; too; fear,Boogeyman 2
"Action, Crime, Drama, Thriller",en,2008-09-11,5.9,wrong; case; detectives,Righteous Kill
"Action, Adventure, Drama, History, War",de,2008-03-29,6.6,understand; goes; opens,The Red Baron
Drama,en,2004-02-13,6.6,irish; punjabi; upsets,Ae Fond Kiss...
"Mystery, Thriller, Drama",en,2011-08-28,6.5,inexplicable; threatens; behind,Page Eight
"Comedy, Drama",en,1921-01-21,8.2,boy; tramp; son,The Kid
"Adventure, Romance, Drama",en,2002-08-08,6.0,board; three; adrenalinecharged,Blue Crush
"Horror, Thriller",ja,2009-01-17,5.7,wanted; hopes; extreme,Grotesque
"Comedy, Family, Fantasy",en,1967-12-05,6.3,abroad; travels; veterinarian,Doctor Dolittle
"Thriller, Drama, Crime",de,2019-04-18,7.4,vast; case; murder,The Collini Case
"Action, Science Fiction, Fantasy",ja,2003-12-13,7.0,disturbed; defense; fairies,Godzilla: Tokyo S.O.S.
"Crime, Drama",en,1967-07-18,7.5,1930s; named; waitress,Bonnie and Clyde
"Adventure, Science Fiction, Family",en,2014-12-01,5.5,forever; jungle; littered,Dinosaur Island
"Animation, Comedy, Science Fiction",en,2007-07-17,7.3,far; characters; various,Robot Chicken: Star Wars
"Comedy, Crime",es,2005-09-30,5.3,beautiful; hire; popular,Torrente 3: The Protector
Documentary,en,1977-01-18,7.1,mr; documentary; butler,Pumping Iron
"Action, Adventure, Drama, Romance",en,1995-07-07,6.0,between; loyalty; tale,First Knight
"Comedy, Drama, Romance",en,2004-10-22,5.7,sort; lonette; reflect,Alfie
"Fantasy, Horror, Science Fiction",en,1993-05-01,5.2,opportunity; power; evil,Warlock: The Armageddon
Comedy,en,1974-12-01,7.3,bit; like; doesn’t,The Front Page
"Comedy, Drama",en,2020-02-21,5.5,party; retail; hotel,Greed
"Thriller, Crime, Horror, Mystery",de,2018-10-11,6.6,number; word:; phone,Cut Off
"Drama, Thriller, War",en,2015-09-11,7.0,mission; reaching; us,Eye in the Sky
"Action, Science Fiction, Adventure, Horror",en,2017-10-20,5.2,planet; spaceship; estranged,Beyond Skyline
"Romance, Comedy, Music, Drama",en,2020-06-10,7.1,davis; maggie; music,The High Note
"Drama, Family, Comedy, Crime, Mystery",en,1965-12-02,6.6,guys; convincing; foul,That Darn Cat!
"Thriller, Action, Crime",en,2019-05-31,4.7,isis; trap; members,Domino
"Action, Thriller",fr,1985-04-10,6.6,henchmen; criminals; businessman,Subway
"Comedy, TV Movie",en,2008-12-05,7.5,or; josh; step,"Merry Christmas, Drake & Josh"
"Drama, Family, Romance",de,2016-11-10,7.3,old; feel; 17yearold,Center of My World
"Action, Thriller, Drama",en,2018-04-11,6.3,success; 1980s; alive,Beirut
"Drama, Crime",zh,1986-12-19,7.3,edge; urban; rebellious,Terrorizers
"Music, Documentary",en,2003-11-14,8.1,tupac; volatile; shakur,Tupac: Resurrection
"Animation, Adventure, Action, Comedy",ja,2014-06-21,7.4,okuzaki; called; yael,Lupin the Third: Jigen's Gravestone
Drama,en,2021-10-29,5.8,day; start; differences,13 Minutes
"Drama, Comedy",en,2016-01-22,6.0,gymnastics; greggory; threatens,The Bronze
"Drama, Thriller, Mystery",en,2009-03-25,6.0,danger; though; hires,Chloe
Drama,en,2018-11-21,6.4,embark; relative; receive,Arctic
"Comedy, Science Fiction, Thriller, Adventure",en,1996-03-01,5.5,transport; turns; last,Space Truckers
"Horror, Thriller",en,2012-09-10,5.4,massachusetts?; gift; lords,The Lords of Salem
Drama,de,2019-09-19,7.7,around; benni's; untamed,System Crasher
"Comedy, Horror",en,2016-04-01,4.8,better; black; beverly,Meet the Blacks
"Crime, Thriller, Drama",en,2013-09-24,5.7,goes; college; online,Runner Runner
"Action, Adventure, Drama",en,2002-03-26,5.7,goons; tell; headed,Highway
"Action, Thriller, Crime",cn,1995-03-02,6.5,things; cover; blows,The Enforcer
"Science Fiction, Thriller",ko,2017-02-22,6.3,three; abducted; use,Lucid Dream
"Comedy, Family",en,2011-06-10,6.0,thirdgrader; judy; thrilling,Judy Moody and the Not Bummer Summer
"Drama, History",en,2016-06-10,6.5,literary; perkins; writer,Genius
"Crime, Horror, Thriller",en,2008-04-11,5.6,invite; top; medical,Pathology
"Thriller, Drama, Music",en,2017-10-13,7.4,dreams; half; band,American Satan
"Comedy, Crime, Romance",en,2001-02-09,5.5,pair; friend; buddies,Saving Silverman
Comedy,de,1979-09-28,5.0,sex; enjoyable; teacher,Six Swedish Girls in a Boarding School
"Drama, Science Fiction",en,1990-02-15,6.0,put; dystopicly; polluted,The Handmaid's Tale
"Action, Comedy, Crime",cn,2020-01-23,6.2,demote; citizen; thor,Enter the Fat Dragon
"Crime, Thriller",en,2002-08-09,6.1,clues; transplant; returns,Blood Work
"Family, Animation, Adventure, Comedy",fr,1968-12-16,7.0,ancient; queen; bet,Asterix and Cleopatra
"Drama, Music",en,1998-08-28,5.8,shane; faces; plucks,54
Comedy,en,2011-09-23,5.4,show; coed; senior,Mardi Gras : Spring Break
Western,en,1949-10-22,7.0,abby; flint; refuses,She Wore a Yellow Ribbon
"Comedy, Family",en,2005-07-01,5.5,hoops; meltdown; coach,Rebound
"Drama, Romance",en,1999-01-15,5.9,operation; changes; sight,At First Sight
"Family, Comedy",en,1997-07-25,5.9,giant; street; fight,Good Burger
"Horror, Thriller",en,2005-09-16,6.2,murderous; bushman; stranded,Wolf Creek
Thriller,en,1988-02-16,6.7,laissezfaire; tells; wife,Frantic
"Action, Comedy",en,1992-02-21,5.3,gun; job; promptly,Stop! Or My Mom Will Shoot
"Drama, Romance",en,1996-02-09,7.0,seeks; answered; teacher,Jane Eyre
Western,en,1985-07-10,7.0,sharpshooting; journey; reside,Silverado
"Fantasy, Adventure, Animation",ru,2015-11-12,5.9,journey; devoted; fellow,Savva. Heart of the Warrior
"Animation, Comedy, Drama, Family, Adventure",fr,2012-12-12,7.8,career; craving; forging,Ernest & Celestine
"Science Fiction, Action",en,2022-03-01,0.0,pandemic; merciless; population,After the Pandemic
"Drama, Romance",es,1992-04-16,7.2,herself; forbids; heartbreak,Like Water for Chocolate
"Animation, Family",en,2011-08-04,5.9,lands; airshow; fly,Air Mater
"Romance, Thriller",es,2019-12-06,8.1,beautiful; recent; thing,In the Arms of an Assassin
"Comedy, Drama",en,2020-07-01,6.1,retired; conservative; marine,Irresistible
"Comedy, Romance",en,2010-08-24,5.8,news!; like; newly,Group Sex
"Animation, Crime, Action, Thriller",ja,1998-02-25,6.8,instrument; train; may,Kite
"Comedy, Crime, Mystery, Thriller",en,2005-09-05,7.2,angeles; role; detective,Kiss Kiss Bang Bang
"Comedy, Family",en,1991-06-07,6.1,downside; siblings; leaving,Don't Tell Mom the Babysitter's Dead
"Drama, Science Fiction, Thriller",en,1984-10-10,6.9,history; future; tries,Nineteen Eighty-Four
"Drama, War",de,1973-01-01,3.9,danger; complicated; women,She Devils of the SS
"Thriller, Drama, Horror",en,2012-01-31,5.7,discovers; poltergeist; dream,When the Lights Went Out
"Crime, Drama, Thriller",fr,2004-11-24,6.8,middle; former; violent,36th Precinct
"Animation, Horror",en,2021-09-21,6.4,survive; farmhouse; threat,Night of the Animated Dead
Comedy,en,2014-02-14,6.0,fire; underconfident; heart,Cuban Fury
Drama,en,2005-02-12,7.2,united; states; working,North Country
"Horror, Thriller",en,2010-09-22,5.0,therell; night; kidnappers,Terror Trap
"Crime, Drama",en,1989-09-12,6.2,doctor; planning; criminal,Johnny Handsome
"Thriller, Mystery",en,2013-10-11,6.0,pianist; music; moments,Grand Piano
"Drama, Thriller, Mystery, Horror",en,2008-08-06,6.1,dorothy; psychiatrist; multiple,Dorothy Mills
"Family, Music",en,1946-11-12,6.5,confusion; separation; plantation,Song of the South
"Animation, Family, Fantasy",en,2007-09-03,6.5,valuable; jasmine; short,Disney Princess Enchanted Tales: Follow Your Dreams
"Animation, Drama, Science Fiction",ja,1991-09-14,6.4,mr; student; public,Roujin Z
"Action, Science Fiction",en,2013-05-11,4.1,angeles; escape; teenage,Age of Dinosaurs
"Thriller, Crime",cn,1993-05-27,4.7,next; rape; realizes,Raped by an Angel
"Drama, Adventure, War",en,1978-08-16,6.3,guns; miller; 1943,Force 10 From Navarone
"Action, Fantasy, Science Fiction",ja,2017-12-01,5.3,horribly; brothers; mother,Fullmetal Alchemist
"Family, Animation, Fantasy, Comedy",en,2016-11-19,5.6,havoc; city; land,Tom and Jerry: Back to Oz
Drama,en,2016-07-05,5.0,visit; murdered; revenge,Joseph and Mary
"Horror, Thriller",en,1999-07-09,4.7,figure; artist; candyman,Candyman: Day of the Dead
"Horror, Drama",ja,1964-11-21,7.8,kichi; stray; steal,Onibaba
"Action, Animation, Drama, Science Fiction, Thriller",ja,1986-03-08,7.0,place; torment; would,Fist of the North Star
"Crime, Drama, Thriller",fr,1958-01-29,7.6,selfassured; employer; murders,Elevator to the Gallows
Comedy,es,2019-05-10,7.7,evil; order; needy,Sweet Family
"Crime, Drama, Thriller",en,1995-03-08,4.4,wife; gets; $70m,Victim of Desire
"Fantasy, Thriller",en,2007-04-27,6.3,living; might; also,The Invisible
"Horror, Thriller",en,2018-06-22,6.5,weekend; cover; horrific,Calibre
"Romance, Drama",en,1995-11-03,6.5,fierce; romance; lifestyle,Total Eclipse
"Family, Science Fiction",en,1985-06-14,6.3,unbeknown; deems; rogue,D.A.R.Y.L.
Comedy,es,2018-07-04,6.5,people; there’s; so,Super Crazy
"Action, Drama, Thriller",ko,2002-03-29,7.5,order; kidney; rapidly,Sympathy for Mr. Vengeance
"Horror, Thriller",en,2012-08-23,4.4,occurrences; matter; university's,The Apparition
"Fantasy, Drama, Romance",en,2004-01-23,6.9,led; killed; accident,If Only
"Horror, Thriller",en,1998-09-25,5.7,legends; urban; serial,Urban Legend
"Action, Comedy, Crime, Thriller",en,1978-01-08,6.6,clouseau; made; dead,Revenge of the Pink Panther
"Science Fiction, Action, Adventure, Thriller",en,1994-11-18,6.5,odds; soran; stop,Star Trek: Generations
Drama,ja,1949-09-13,8.1,perfectly; widowed; plans,Late Spring
"Drama, Thriller",en,2016-12-07,4.8,company; head; erupting,Salt and Fire
"Comedy, Romance",en,2016-09-10,6.1,shady; unlikely; place,Tramps
"Thriller, Mystery",en,2016-02-14,4.3,experiment; lose; ability,Urge
"Action, Comedy",en,1981-06-19,6.1,then; g; based,The Cannonball Run
"Action, Adventure, Animation, Science Fiction",ja,2012-12-01,6.5,another; produced; together,Inazuma Eleven Go vs. Danball Senki W
"Drama, Family",en,1995-04-21,7.9,summer; together; aids,The Cure
